Farm_ID,Year,State,Crop_Type,Season,Area_Planted_Hectares,Avg_Temperature_C,Total_Rainfall_mm,Humidity_Percent,Soil_pH,Nitrogen_Content_ppm,Phosphorus_Content_ppm,Potassium_Content_ppm,Organic_Matter_Percent,Soil_Quality_Score,Fertilizer_Used_kg_per_hectare,Fertilizer_Type,Pesticide_Used_kg_per_hectare,Irrigation_Type,Irrigation_Frequency_per_month,Seed_Variety,Yield_per_Hectare_tons,Total_Yield_tons
IND_WES_0393,2022,West Bengal,Rice,Kharif,2.22,26.9,1321.1,66.9,7.8,46.1,16.0,109.6,3.0,6.8,99.3,DAP,14.6,Drip,34,Hybrid,3.07,6.82
IND_KAR_0394,2018,Karnataka,Sunflower,Rabi,3.32,29.2,739.6,83.5,6.9,51.2,30.3,208.2,3.0,7.7,176.6,Urea,10.2,Tube well,11,Traditional,0.47,1.56
IND_KAR_0395,2021,Karnataka,Groundnut,Kharif,2.1,28.0,739.2,76.9,8.2,8.7,32.3,189.3,2.4,7.7,120.1,DAP,14.1,Drip,24,Traditional,1.32,2.77
IND_UTT_0396,2023,Uttar Pradesh,Maize,Kharif,0.5,25.0,1157.0,60.8,6.5,56.0,28.3,124.1,1.7,7.0,137.4,DAP,9.2,Rain-fed,0,Traditional,1.3,0.65
IND_BIH_0397,2022,Bihar,Jute,Kharif,4.58,23.7,1284.4,69.7,7.0,47.7,19.6,167.6,2.5,6.4,115.1,Mixed,9.5,Rain-fed,0,Hybrid,0.81,3.71
IND_UTT_0398,2019,Uttar Pradesh,Sugarcane,Annual,2.53,32.5,786.9,57.1,8.5,53.3,19.4,114.7,1.1,5.7,65.0,DAP,14.9,Canal,20,High Yielding Variety,30.0,75.9
IND_RAJ_0399,2023,Rajasthan,Barley,Rabi,3.78,35.1,271.2,37.8,7.5,33.2,24.5,207.3,2.6,6.9,127.7,Urea,20.0,Sprinkler,19,Traditional,0.35,1.32
IND_WES_0400,2019,West Bengal,Potato,Rabi,4.37,23.1,1354.7,74.1,7.7,27.1,19.6,174.9,5.3,8.8,86.1,NPK,5.9,Rain-fed,0,High Yielding Variety,7.99,34.92
IND_TAM_0401,2019,Tamil Nadu,Sugarcane,Annual,0.5,28.7,1122.6,72.4,8.1,40.9,14.1,145.0,4.1,8.0,120.4,Urea,6.8,Drip,23,High Yielding Variety,100.9,50.45
IND_PUN_0402,2019,Punjab,Sugarcane,Annual,5.95,33.4,787.4,39.0,8.5,36.9,23.2,148.0,2.2,8.0,56.0,Mixed,19.4,Sprinkler,27,Traditional,30.06,178.86
IND_AND_0403,2022,Andhra Pradesh,Sugarcane,Annual,0.94,33.1,998.1,71.5,6.1,50.1,25.8,168.8,3.4,10.0,207.4,Urea,4.6,Tube well,13,Desi,93.35,87.75
IND_PUN_0404,2020,Punjab,Cotton,Kharif,9.53,20.6,626.0,58.3,6.5,44.9,28.6,77.4,2.8,9.5,112.5,NPK,11.6,Rain-fed,0,High Yielding Variety,0.4,3.81
IND_UTT_0405,2023,Uttar Pradesh,Barley,Rabi,3.68,19.2,1133.2,57.3,6.1,21.5,25.7,150.7,2.7,7.0,107.8,Urea,13.2,Canal,18,Desi,0.71,2.61
IND_AND_0406,2022,Andhra Pradesh,Maize,Kharif,0.5,30.9,1049.2,75.3,8.5,34.8,22.3,108.7,2.6,8.0,57.8,Urea,9.0,Rain-fed,0,Hybrid,0.77,0.38
IND_HAR_0407,2021,Haryana,Rice,Kharif,8.17,31.5,546.8,70.4,6.3,36.6,20.7,112.6,3.6,10.0,119.3,DAP,10.5,Drip,24,Traditional,1.87,15.28
IND_HAR_0408,2019,Haryana,Sugarcane,Annual,5.15,32.8,698.9,41.8,6.6,18.3,33.6,146.0,2.5,9.1,75.1,NPK,4.2,Canal,21,High Yielding Variety,48.74,251.01
IND_MAD_0409,2019,Madhya Pradesh,Cotton,Kharif,5.06,33.5,1181.4,65.0,7.6,37.4,11.8,151.6,1.9,7.4,100.8,Urea,20.7,Tube well,13,Traditional,0.17,0.86
IND_TAM_0410,2021,Tamil Nadu,Millets,Kharif,0.5,39.3,991.8,88.4,6.7,16.0,26.5,101.7,2.5,6.8,117.2,DAP,11.4,Drip,17,Desi,0.27,0.14
IND_KAR_0411,2019,Karnataka,Sunflower,Rabi,2.45,23.1,1246.1,74.9,7.3,36.2,23.5,179.5,3.1,7.5,56.7,NPK,8.3,Drip,29,Desi,0.42,1.03
IND_WES_0412,2019,West Bengal,Maize,Kharif,4.46,34.7,1324.6,69.5,6.6,28.1,24.3,186.2,2.5,8.9,124.9,Urea,7.4,Rain-fed,0,High Yielding Variety,0.98,4.37
IND_MAD_0413,2022,Madhya Pradesh,Cotton,Kharif,4.49,29.0,964.2,63.3,7.7,28.6,13.0,149.6,2.9,10.0,112.6,Mixed,2.3,Canal,20,Desi,0.33,1.48
IND_MAD_0414,2022,Madhya Pradesh,Sugarcane,Annual,0.5,32.1,605.1,67.9,8.1,29.0,18.8,123.2,1.9,7.7,69.1,NPK,5.9,Rain-fed,0,Desi,11.99,6.0
IND_HAR_0415,2022,Haryana,Wheat,Rabi,10.2,23.7,497.1,78.0,7.1,35.2,21.7,134.4,2.6,8.4,161.6,DAP,0.0,Tube well,11,Desi,3.48,35.5
IND_UTT_0416,2019,Uttar Pradesh,Barley,Rabi,3.43,31.4,846.2,53.6,7.2,41.7,15.3,85.4,2.5,8.7,106.5,DAP,3.8,Canal,21,Hybrid,0.88,3.02
IND_RAJ_0417,2018,Rajasthan,Wheat,Rabi,2.34,42.6,411.7,54.9,8.5,44.9,29.3,132.3,2.0,6.9,124.3,NPK,2.6,Sprinkler,32,Traditional,1.14,2.67
IND_GUJ_0418,2023,Gujarat,Cotton,Kharif,3.8,39.1,758.5,62.9,6.7,28.8,10.4,212.5,2.8,7.1,82.8,DAP,22.7,Sprinkler,18,Desi,0.19,0.72
IND_UTT_0419,2018,Uttar Pradesh,Wheat,Rabi,2.14,34.2,1015.7,64.2,8.5,41.1,11.6,141.0,3.0,10.0,64.1,Organic,14.0,Canal,17,Traditional,1.11,2.38
IND_MAH_0420,2022,Maharashtra,Wheat,Rabi,4.68,21.7,759.8,67.5,7.8,46.7,19.9,129.0,1.6,8.2,137.0,Organic,3.2,Canal,13,Traditional,1.4,6.55
IND_UTT_0421,2018,Uttar Pradesh,Potato,Rabi,2.07,23.0,792.3,45.2,6.8,26.1,7.0,220.8,3.8,6.6,130.9,Organic,10.1,Drip,22,High Yielding Variety,13.43,27.8
IND_MAH_0422,2020,Maharashtra,Rice,Kharif,1.36,23.0,504.3,70.9,6.7,19.0,25.8,195.2,4.9,5.8,148.0,NPK,6.0,Rain-fed,0,Traditional,0.63,0.86
IND_MAH_0423,2023,Maharashtra,Bajra,Kharif,0.5,30.9,458.2,47.4,6.6,42.9,28.2,171.0,4.1,7.7,71.3,Organic,14.8,Tube well,12,Traditional,0.63,0.32
IND_KAR_0424,2022,Karnataka,Ragi,Kharif,4.82,29.4,1196.3,63.0,6.4,50.9,18.6,152.8,3.4,7.8,131.2,Organic,7.0,Tube well,22,Hybrid,0.76,3.66
IND_BIH_0425,2018,Bihar,Maize,Kharif,4.72,35.4,1207.6,65.5,7.1,24.8,13.9,115.7,2.6,9.1,87.8,Mixed,8.9,Tube well,10,Traditional,0.8,3.78
IND_AND_0426,2019,Andhra Pradesh,Rice,Kharif,2.48,41.3,984.4,62.9,7.0,32.7,24.3,157.8,1.8,8.6,128.4,Urea,9.0,Tube well,9,Hybrid,1.8,4.46
IND_TAM_0427,2023,Tamil Nadu,Cotton,Kharif,1.96,39.9,1003.9,76.7,7.6,14.0,15.7,141.1,3.0,8.5,89.1,Urea,5.5,Drip,29,Desi,0.18,0.35
IND_MAD_0428,2021,Madhya Pradesh,Soybean,Kharif,1.4,37.0,1143.5,56.5,7.9,22.4,23.4,90.4,2.4,6.9,187.0,NPK,6.6,Tube well,23,Traditional,0.24,0.34
IND_UTT_0429,2023,Uttar Pradesh,Maize,Kharif,0.5,32.6,1124.8,60.3,7.4,48.9,15.7,181.3,1.5,6.4,47.7,NPK,6.6,Rain-fed,0,High Yielding Variety,0.55,0.28
IND_PUN_0430,2022,Punjab,Rice,Kharif,8.46,17.0,610.7,58.1,5.9,51.4,17.6,132.9,4.1,6.7,75.0,DAP,2.5,Tube well,15,Hybrid,0.9,7.61
IND_MAH_0431,2023,Maharashtra,Cotton,Kharif,3.86,29.6,816.3,67.4,7.7,28.3,15.3,128.3,2.1,9.2,153.7,DAP,8.1,Tube well,13,High Yielding Variety,0.85,3.28
IND_MAH_0432,2023,Maharashtra,Soybean,Kharif,0.5,23.2,1174.4,46.7,5.2,26.6,21.3,153.6,2.9,5.5,152.1,Organic,9.2,Rain-fed,0,Traditional,0.35,0.18
IND_AND_0433,2020,Andhra Pradesh,Sunflower,Rabi,0.5,31.1,607.8,77.5,7.7,36.1,13.2,150.2,1.6,8.7,111.8,Mixed,13.6,Drip,31,Desi,0.66,0.33
IND_HAR_0434,2022,Haryana,Cotton,Kharif,5.91,31.4,443.0,52.9,7.8,30.4,5.0,130.0,1.9,8.0,72.4,Organic,12.6,Drip,24,High Yielding Variety,0.44,2.6
IND_HAR_0435,2023,Haryana,Cotton,Kharif,7.29,25.8,663.7,66.6,6.5,13.7,14.5,128.4,2.9,7.6,147.5,DAP,4.9,Drip,23,Traditional,0.55,4.01
IND_UTT_0436,2018,Uttar Pradesh,Rice,Kharif,5.37,26.3,1186.7,54.0,6.6,24.8,15.7,176.4,2.6,5.9,190.7,NPK,9.6,Rain-fed,0,Desi,1.18,6.34
IND_MAD_0437,2023,Madhya Pradesh,Wheat,Rabi,2.12,27.7,989.5,61.1,8.1,51.8,15.0,140.3,2.0,7.1,118.5,Organic,11.3,Drip,23,Desi,0.99,2.1
IND_AND_0438,2023,Andhra Pradesh,Chillies,Kharif,1.5,33.0,686.0,77.3,7.4,31.1,21.0,203.0,3.1,6.9,100.0,NPK,7.2,Rain-fed,0,Hybrid,0.87,1.3
IND_BIH_0439,2022,Bihar,Jute,Kharif,2.63,34.7,1179.9,59.8,8.5,40.4,20.7,151.3,0.9,8.5,125.4,DAP,10.1,Sprinkler,26,Traditional,1.37,3.6
IND_MAD_0440,2020,Madhya Pradesh,Maize,Kharif,2.23,38.2,817.3,56.2,8.5,40.2,9.8,145.5,2.3,4.7,184.0,NPK,11.5,Tube well,16,Hybrid,1.09,2.43
IND_MAD_0441,2019,Madhya Pradesh,Soybean,Kharif,3.33,40.4,1101.0,46.2,6.8,45.1,11.6,61.4,2.6,7.1,125.4,Organic,11.6,Rain-fed,0,Traditional,0.3,1.0
IND_KAR_0442,2021,Karnataka,Sugarcane,Annual,3.52,26.5,1097.2,79.0,7.8,20.1,8.0,123.9,2.3,7.9,95.4,Urea,3.7,Rain-fed,0,Desi,32.5,114.4
IND_MAD_0443,2021,Madhya Pradesh,Wheat,Rabi,5.24,23.8,647.1,60.1,8.4,26.0,30.5,157.4,2.7,10.0,77.8,Organic,6.2,Rain-fed,0,High Yielding Variety,1.27,6.65
IND_GUJ_0444,2019,Gujarat,Cotton,Kharif,4.9,32.9,652.1,72.2,7.0,30.6,6.6,221.3,3.2,6.8,173.1,Mixed,3.1,Tube well,18,Desi,0.44,2.16
IND_TAM_0445,2018,Tamil Nadu,Sugarcane,Annual,2.65,35.9,810.2,80.1,7.1,17.6,20.6,186.7,2.8,8.0,78.2,Urea,7.9,Tube well,18,High Yielding Variety,32.18,85.28
IND_TAM_0446,2022,Tamil Nadu,Sugarcane,Annual,4.49,38.5,1255.4,75.3,7.8,48.1,25.5,159.6,2.0,7.1,98.7,Mixed,6.3,Sprinkler,17,Hybrid,45.04,202.23
IND_AND_0447,2021,Andhra Pradesh,Sugarcane,Annual,1.04,35.2,544.7,59.3,6.0,35.2,35.2,185.8,4.1,7.8,166.7,Urea,4.4,Rain-fed,0,Desi,16.44,17.1
IND_PUN_0448,2018,Punjab,Cotton,Kharif,0.5,28.0,407.3,71.9,8.5,28.4,18.0,123.6,3.1,9.5,50.3,DAP,10.0,Tube well,8,High Yielding Variety,0.4,0.2
IND_WES_0449,2020,West Bengal,Potato,Rabi,3.23,25.4,1253.6,78.7,7.0,46.6,23.4,157.7,1.8,7.3,155.9,DAP,8.2,Sprinkler,31,Traditional,9.92,32.04
IND_HAR_0450,2020,Haryana,Mustard,Rabi,15.07,34.1,392.9,70.4,7.3,28.9,5.0,144.1,2.5,8.5,113.8,NPK,6.4,Drip,28,Hybrid,0.79,11.91
IND_TAM_0451,2019,Tamil Nadu,Sugarcane,Annual,1.12,32.3,1169.3,78.8,7.5,46.4,13.5,162.8,2.2,8.1,126.1,Urea,9.5,Rain-fed,0,Desi,37.08,41.53
IND_WES_0452,2019,West Bengal,Jute,Kharif,4.41,27.8,1694.3,72.3,7.4,44.4,15.5,50.8,3.9,8.7,50.3,Urea,5.0,Rain-fed,0,Hybrid,1.94,8.56
IND_KAR_0453,2021,Karnataka,Maize,Kharif,5.9,31.2,641.6,82.5,7.1,48.5,13.0,121.8,3.6,6.9,175.1,Mixed,4.6,Rain-fed,0,Traditional,1.35,7.97
IND_RAJ_0454,2023,Rajasthan,Wheat,Rabi,1.16,44.8,496.7,60.1,5.9,29.1,8.5,174.3,3.4,4.7,173.4,Organic,20.5,Canal,9,High Yielding Variety,1.29,1.5
IND_TAM_0455,2021,Tamil Nadu,Cotton,Kharif,1.72,32.6,888.2,90.0,7.4,51.1,22.9,132.5,2.0,6.7,79.7,Organic,8.2,Tube well,8,Traditional,0.24,0.41
IND_MAD_0456,2022,Madhya Pradesh,Soybean,Kharif,0.5,27.2,1076.8,47.3,7.0,35.8,6.0,161.6,2.0,9.4,141.0,Mixed,6.0,Tube well,21,High Yielding Variety,0.95,0.48
IND_BIH_0457,2018,Bihar,Maize,Kharif,2.79,20.2,1221.2,66.1,7.3,27.8,17.3,77.0,3.6,8.0,89.1,DAP,17.5,Rain-fed,0,Desi,0.7,1.95
IND_RAJ_0458,2022,Rajasthan,Bajra,Kharif,0.93,23.5,171.2,68.6,7.6,39.7,16.6,165.8,2.6,7.5,43.8,Organic,5.8,Rain-fed,0,Traditional,0.19,0.18
IND_MAH_0459,2019,Maharashtra,Wheat,Rabi,1.47,33.4,400.3,54.0,6.8,20.4,5.0,141.9,2.9,7.1,114.2,Urea,8.2,Sprinkler,25,Hybrid,2.03,2.98
IND_PUN_0460,2022,Punjab,Wheat,Rabi,7.24,21.0,437.8,65.8,8.5,27.5,20.8,161.8,2.0,8.2,61.4,Urea,0.0,Tube well,10,High Yielding Variety,3.98,28.82
IND_MAH_0461,2020,Maharashtra,Wheat,Rabi,2.23,22.1,794.2,62.0,7.2,20.2,31.1,102.5,2.6,5.9,142.8,Urea,6.3,Canal,11,Hybrid,1.2,2.68
IND_MAH_0462,2021,Maharashtra,Soybean,Kharif,4.71,35.8,425.0,60.3,7.7,23.2,8.8,153.8,2.5,8.0,116.8,Urea,9.0,Rain-fed,0,High Yielding Variety,0.25,1.18
IND_PUN_0463,2020,Punjab,Barley,Rabi,15.55,16.4,477.5,58.4,7.8,25.0,22.5,104.4,3.2,7.8,121.2,Urea,11.5,Sprinkler,34,Traditional,1.45,22.55
IND_KAR_0464,2018,Karnataka,Maize,Kharif,1.63,22.6,814.8,78.7,8.5,33.3,24.7,146.3,4.4,4.9,123.8,Organic,0.0,Sprinkler,23,Desi,0.62,1.01
IND_AND_0465,2018,Andhra Pradesh,Cotton,Kharif,3.59,29.9,525.3,76.1,8.5,31.9,24.1,127.3,3.0,7.0,103.6,Organic,17.1,Canal,13,High Yielding Variety,0.5,1.8
IND_RAJ_0466,2019,Rajasthan,Mustard,Rabi,3.27,29.4,317.9,87.0,7.0,48.2,31.5,157.7,2.1,3.9,147.4,Mixed,3.9,Rain-fed,0,Traditional,0.17,0.56
IND_PUN_0467,2021,Punjab,Barley,Rabi,3.0,34.7,624.5,57.3,6.2,49.4,15.2,91.4,2.7,8.2,126.4,Organic,14.8,Rain-fed,0,High Yielding Variety,0.66,1.98
IND_TAM_0468,2023,Tamil Nadu,Cotton,Kharif,2.76,27.4,1247.5,66.2,7.9,37.2,16.6,83.3,4.0,5.6,96.3,Organic,9.8,Tube well,18,High Yielding Variety,0.16,0.44
IND_MAD_0469,2020,Madhya Pradesh,Sugarcane,Annual,0.5,24.1,1095.1,38.8,8.5,23.1,12.6,130.2,3.0,6.7,144.5,DAP,3.1,Rain-fed,0,Desi,22.23,11.12
IND_GUJ_0470,2018,Gujarat,Sugarcane,Annual,0.5,30.3,520.6,57.0,6.6,49.9,29.8,138.3,1.4,6.7,96.0,Organic,4.7,Tube well,24,Desi,22.16,11.08
IND_UTT_0471,2020,Uttar Pradesh,Potato,Rabi,1.69,30.8,645.1,56.1,7.5,24.1,30.2,115.7,1.5,8.0,87.3,Mixed,9.6,Drip,16,Hybrid,7.23,12.22
IND_MAD_0472,2018,Madhya Pradesh,Rice,Kharif,5.78,24.4,962.4,45.2,8.5,26.2,13.3,70.7,2.5,7.0,148.6,Organic,1.0,Sprinkler,17,Desi,1.07,6.18
IND_KAR_0473,2023,Karnataka,Ragi,Kharif,3.9,30.0,867.3,83.1,7.2,48.1,19.4,61.7,2.7,8.3,84.3,Organic,6.1,Rain-fed,0,High Yielding Variety,0.93,3.63
IND_AND_0474,2018,Andhra Pradesh,Rice,Kharif,0.5,31.3,907.2,79.0,7.1,50.1,23.2,141.8,2.1,8.3,45.1,Mixed,11.2,Rain-fed,0,Traditional,0.8,0.4
IND_GUJ_0475,2020,Gujarat,Rice,Kharif,5.5,22.8,377.9,61.6,7.8,36.0,6.0,119.9,3.3,7.6,167.2,NPK,10.0,Canal,15,Desi,0.84,4.62
IND_GUJ_0476,2021,Gujarat,Sugarcane,Annual,1.41,37.3,333.8,61.0,5.1,55.1,23.5,192.9,1.5,8.9,209.3,Urea,1.4,Drip,29,High Yielding Variety,50.76,71.57
IND_MAD_0477,2020,Madhya Pradesh,Soybean,Kharif,3.0,38.2,1020.8,44.6,6.7,49.0,6.7,97.7,2.9,7.3,91.3,Mixed,12.0,Rain-fed,0,Traditional,0.32,0.96
IND_GUJ_0478,2018,Gujarat,Cotton,Kharif,4.72,40.8,545.4,55.5,8.5,25.2,36.8,151.2,1.7,9.0,125.0,DAP,12.3,Rain-fed,0,Desi,0.24,1.13
IND_BIH_0479,2018,Bihar,Pulses,Kharif,3.68,29.0,1447.0,54.1,7.8,9.2,23.6,127.6,4.1,8.3,129.6,Organic,10.4,Tube well,14,High Yielding Variety,0.37,1.36
IND_WES_0480,2023,West Bengal,Jute,Kharif,6.25,22.0,1296.1,90.0,7.6,54.1,15.4,122.1,2.8,8.3,104.2,Organic,10.7,Sprinkler,16,High Yielding Variety,1.88,11.75
IND_TAM_0481,2021,Tamil Nadu,Sugarcane,Annual,1.0,33.7,1252.0,79.2,8.2,20.4,23.7,109.0,1.9,6.3,82.3,Mixed,5.3,Canal,25,Desi,33.96,33.96
IND_TAM_0482,2023,Tamil Nadu,Maize,Kharif,4.67,28.7,1024.2,84.1,6.4,34.3,23.6,157.0,3.7,7.7,85.5,Mixed,18.9,Tube well,11,Desi,1.12,5.23
IND_RAJ_0483,2021,Rajasthan,Maize,Kharif,2.71,42.0,487.8,69.6,8.5,31.7,17.5,154.1,3.7,5.0,41.4,NPK,5.1,Tube well,16,Desi,0.34,0.92
IND_MAH_0484,2019,Maharashtra,Sugarcane,Annual,2.15,23.3,951.3,45.7,7.3,45.4,6.4,178.7,3.5,8.3,168.7,Mixed,19.0,Drip,32,Traditional,54.12,116.36
IND_MAD_0485,2022,Madhya Pradesh,Rice,Kharif,3.22,36.7,900.2,55.8,6.0,24.7,31.0,185.7,2.5,8.3,133.6,DAP,15.5,Rain-fed,0,Traditional,0.83,2.67
IND_BIH_0486,2022,Bihar,Wheat,Rabi,5.05,29.3,1288.9,60.5,7.9,30.6,39.1,156.3,2.6,6.6,163.9,Mixed,12.3,Drip,18,Traditional,0.91,4.6
IND_TAM_0487,2023,Tamil Nadu,Groundnut,Kharif,4.15,39.0,1139.1,62.9,8.5,25.8,9.8,118.7,1.7,8.7,181.9,Mixed,9.6,Drip,28,High Yielding Variety,1.04,4.32
IND_HAR_0488,2018,Haryana,Rice,Kharif,8.54,16.7,478.4,56.9,5.8,38.2,19.7,176.1,2.9,7.8,85.2,NPK,8.4,Tube well,16,Hybrid,1.17,9.99
IND_MAD_0489,2023,Madhya Pradesh,Wheat,Rabi,0.71,18.0,1086.1,60.9,7.4,26.4,15.3,158.1,1.9,7.7,84.2,Mixed,13.3,Rain-fed,0,Hybrid,1.37,0.97
IND_PUN_0490,2018,Punjab,Sugarcane,Annual,4.56,18.4,696.7,70.4,6.1,40.8,13.0,142.8,2.0,9.2,86.5,DAP,10.8,Tube well,25,Desi,30.82,140.54
IND_GUJ_0491,2020,Gujarat,Sugarcane,Annual,2.77,33.5,352.6,61.5,8.5,25.7,29.4,202.4,2.1,5.7,132.1,Organic,5.3,Canal,20,Desi,25.28,70.03
IND_MAD_0492,2018,Madhya Pradesh,Wheat,Rabi,3.07,24.0,794.7,70.9,6.7,35.5,27.6,133.1,2.8,7.3,147.3,Mixed,11.0,Rain-fed,0,Hybrid,0.95,2.92
IND_TAM_0493,2023,Tamil Nadu,Coconut,Annual,3.13,33.2,909.7,72.0,8.5,24.4,13.8,119.5,3.4,7.6,113.7,DAP,3.4,Drip,33,Hybrid,7.29,22.82
IND_MAH_0494,2019,Maharashtra,Cotton,Kharif,0.5,25.1,1152.4,61.4,8.0,20.0,7.7,205.3,2.3,8.6,113.8,Organic,7.2,Rain-fed,0,High Yielding Variety,0.2,0.1
IND_PUN_0495,2019,Punjab,Cotton,Kharif,4.46,19.0,565.4,61.3,7.5,31.8,18.7,107.6,4.1,9.3,158.6,Organic,6.5,Drip,15,Traditional,0.32,1.43
IND_BIH_0496,2019,Bihar,Potato,Rabi,6.91,21.2,1232.3,64.2,8.3,34.7,30.2,187.9,1.9,6.8,158.3,Mixed,0.0,Rain-fed,0,High Yielding Variety,7.98,55.14
IND_MAD_0497,2018,Madhya Pradesh,Soybean,Kharif,0.5,21.3,718.0,55.2,6.7,21.8,38.3,215.4,1.9,9.2,104.0,Mixed,8.6,Rain-fed,0,Traditional,0.6,0.3
IND_WES_0498,2022,West Bengal,Maize,Kharif,1.68,29.1,1910.3,71.2,6.0,24.3,6.9,150.4,1.8,7.5,174.8,DAP,14.0,Sprinkler,17,Traditional,1.53,2.57
IND_WES_0499,2020,West Bengal,Potato,Rabi,2.83,25.4,1907.9,90.0,5.9,39.7,26.6,127.9,3.0,7.4,112.6,Urea,0.0,Sprinkler,32,High Yielding Variety,9.51,26.91
IND_MAD_0500,2023,Madhya Pradesh,Rice,Kharif,4.94,30.9,629.6,52.4,7.5,32.4,12.5,196.6,3.5,6.6,139.9,Organic,10.7,Tube well,9,Traditional,1.04,5.14
IND_HAR_0501,2018,Haryana,Cotton,Kharif,1.22,21.3,392.7,70.1,8.5,38.6,16.9,72.8,3.9,6.4,79.9,Mixed,6.3,Rain-fed,0,Traditional,0.14,0.17
IND_GUJ_0502,2020,Gujarat,Cotton,Kharif,4.55,40.5,467.3,54.0,7.3,35.9,27.8,183.9,3.2,7.0,149.7,NPK,7.5,Rain-fed,0,Hybrid,0.14,0.64
IND_GUJ_0503,2019,Gujarat,Cotton,Kharif,2.19,26.0,319.7,60.8,8.0,32.8,10.3,152.0,2.9,7.6,156.8,Urea,13.1,Rain-fed,0,High Yielding Variety,0.19,0.42
IND_WES_0504,2023,West Bengal,Jute,Kharif,1.77,30.9,1375.8,86.6,6.9,32.1,31.7,167.7,3.1,6.4,147.1,Urea,3.4,Canal,14,Desi,1.47,2.6
IND_BIH_0505,2021,Bihar,Rice,Kharif,2.31,23.8,1227.7,54.1,8.1,48.5,5.0,184.2,2.2,8.6,117.3,Urea,8.1,Rain-fed,0,High Yielding Variety,1.86,4.3
IND_HAR_0506,2022,Haryana,Cotton,Kharif,12.85,28.7,427.4,71.0,7.8,62.9,15.8,183.5,2.7,9.5,119.7,Organic,6.1,Tube well,16,Desi,0.52,6.68
IND_TAM_0507,2020,Tamil Nadu,Groundnut,Kharif,2.02,37.4,913.8,63.7,8.5,36.3,30.5,102.5,2.4,6.8,115.4,Mixed,8.4,Canal,25,High Yielding Variety,0.55,1.11
IND_HAR_0508,2023,Haryana,Barley,Rabi,6.22,22.9,690.6,50.7,7.1,33.3,18.7,151.1,2.9,7.5,170.9,NPK,2.2,Drip,31,High Yielding Variety,1.14,7.09
IND_MAD_0509,2020,Madhya Pradesh,Wheat,Rabi,8.56,33.2,754.3,49.6,5.3,32.2,37.2,95.9,1.2,5.5,155.9,Organic,13.6,Rain-fed,0,Desi,0.41,3.51
IND_AND_0510,2021,Andhra Pradesh,Maize,Kharif,4.37,35.0,851.1,73.0,5.1,25.1,16.6,140.9,2.6,8.6,171.0,Mixed,7.1,Tube well,12,Desi,1.82,7.95
IND_MAH_0511,2020,Maharashtra,Rice,Kharif,3.72,30.6,1124.3,60.6,8.5,17.7,15.9,145.6,3.2,8.7,119.0,Urea,0.9,Drip,15,Hybrid,3.49,12.98
IND_PUN_0512,2022,Punjab,Sugarcane,Annual,11.02,25.0,522.1,44.1,6.6,24.2,26.5,154.1,1.8,9.3,62.6,NPK,9.7,Canal,17,Hybrid,38.49,424.16
IND_WES_0513,2019,West Bengal,Jute,Kharif,2.27,32.1,1686.9,79.0,7.1,38.7,16.5,156.4,3.2,7.7,47.8,DAP,9.7,Drip,21,High Yielding Variety,2.27,5.15
IND_MAD_0514,2022,Madhya Pradesh,Maize,Kharif,1.64,33.5,824.4,64.9,7.0,21.4,13.4,195.6,2.9,6.6,140.4,NPK,3.9,Canal,17,High Yielding Variety,1.56,2.56
IND_HAR_0515,2020,Haryana,Sugarcane,Annual,13.41,35.3,394.3,55.3,6.6,8.0,8.1,103.1,2.9,7.6,66.2,Mixed,6.6,Tube well,11,Traditional,25.45,341.28
IND_HAR_0516,2021,Haryana,Mustard,Rabi,10.11,25.7,454.5,46.2,8.0,44.4,12.8,123.2,2.4,5.3,133.4,Mixed,6.6,Drip,33,Hybrid,0.94,9.5
IND_RAJ_0517,2021,Rajasthan,Bajra,Kharif,0.8,26.3,292.5,53.8,6.1,47.0,14.4,154.3,2.5,5.3,113.3,Organic,11.0,Drip,22,Hybrid,0.33,0.26
IND_MAH_0518,2023,Maharashtra,Rice,Kharif,4.62,22.5,446.8,51.5,6.8,41.4,14.7,151.3,2.5,7.4,24.8,Organic,0.0,Rain-fed,0,Desi,0.47,2.17
IND_TAM_0519,2021,Tamil Nadu,Cotton,Kharif,5.07,38.1,896.3,67.7,7.8,10.7,12.9,138.4,3.4,10.0,110.9,DAP,1.0,Tube well,10,Traditional,0.33,1.67
IND_GUJ_0520,2023,Gujarat,Cotton,Kharif,5.64,22.1,628.8,69.6,7.8,22.7,23.1,184.9,3.7,7.3,105.7,Mixed,14.1,Canal,24,High Yielding Variety,0.25,1.41
IND_RAJ_0521,2018,Rajasthan,Barley,Rabi,3.88,42.4,509.0,46.3,8.2,31.9,30.1,167.2,1.8,8.5,182.0,NPK,12.4,Sprinkler,35,Hybrid,0.9,3.49
IND_AND_0522,2019,Andhra Pradesh,Groundnut,Kharif,2.39,25.3,853.4,88.5,7.3,8.0,22.7,137.8,2.7,6.9,152.3,Mixed,13.6,Canal,20,Traditional,0.74,1.77
IND_PUN_0523,2022,Punjab,Rice,Kharif,6.64,16.5,604.2,59.6,7.7,40.5,32.3,193.9,2.3,9.2,82.0,Organic,11.5,Tube well,13,Hybrid,1.15,7.64
